Document Title,Abstract,Year,PDF Link,Authors,Source,abs,label
software maintenance seen knowledge management issue,software maintenance one important process software development life cycle development team delivered software user operated request user related software always raised issued maintenance team expectation customer maintenance team could support answering question solving problem developing new system support operation reason modification request management framework mrmf presented paper proposed framework focused problem modification identification classification prioritization process first activity software maintenance process framework developed including principle knowledge asset taxonomy benefit mrmf framework application classify manage request user establish supporting information maintenance team proceed software maintenance process effectively,2014,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6821681,"Nicolas Anquetil, K?thia M. de Oliveira, Kleiber D. de Sousa, M?rcio G. Batista Dias","Information and Software Technology,   Volume 49 Issue 5, May 2007, Publisher: Butterworth-Heinemann",0,0
software performance modeling using uml petri net,commercial server database application server often attempt improve performance via multi threading improper multi threading architecture incur contention limiting performance improvement contention occurs primarily two level blocking lock shared thread software level contending physical resource cpu disk hardware level given set hardware resource application design optimal number thread maximizes performance paper describes novel technique developed select optimal number thread target tracking application using simulation based colored petri net cpns model paper make two contribution performance analysis multi threaded application first paper present approach calibrating simulation model using training set data reflect actual performance parameter accurately second model prediction validated empirically actual application performance predicted data used compute optimal configuration thread application achieve desired performance result show predicting performance application thread characteristic possible used optimize performance,2008,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4770577,J. Merseguer and J. Campos.,"Performance Tools and Applications to Networked Systems 2965:265-289, 2004.",0,0
software productivity measurement using multiple size measure,productivity measure based simple ratio product size project effort assume size determined single measure many possible size measure data set obvious model aggregating measure single measure propose using expression adjustedsize effort measure productivity adjustedsize defined appropriate regression based effort estimation model size measure selected inclusion estimation model regression parameter significantly different zero productivity measurement method ensures project expected productivity value one value zero one indicate lower expected productivity value greater one indicate higher expected productivity discus assumption underlying productivity measurement method present example use web application project also explain relationship effort prediction model productivity model,2004,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1377195,"By Barbara Kitchenham , Emilia Mendes","Found in: IEEE Transactions on Software Engineering 
Issue Date:December 2004 , pp. 1023-1035",0,0
software reliability prediction soft computing technique,software reliability prediction challenging starting phase software development past year many software reliability model proposed assessing reliability software building accurate prediction model hard due recurrent change data domain software engineering result prediction model built one dataset show significant decrease accuracy used new data objective paper introduce new approach optimizes accuracy software reliability predictive model used raw data propose ant colony optimization technique acot predict software reliability based data collected literature ant colony system accompanying tsp algorithm used changed implementing different algorithm extra functionality attempt achieve better software reliability result new data intellectual behavior ant colony framework mean colony cooperating artificial ant resulting promising result method validated real dataset using normalized root mean square error nrmse,2014,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6821446,"N. Raj Kiran, V. Ravi","Journal of Systems and Software,   Volume 81 Issue 4, April 2008, Publisher: Elsevier Science Inc.",0,0
software system engineering model based design,automotive software system engineer must deliver feature cross multiple domain body chassis powertrain multimedia driver assistance personalization human machine interface reside distributed network module vehicle system also delivered cooperation many automotive non automotive supplier based various geographic location pose significant project management challenge software system engineering team addition managing initial project software system engineer must also explicitly design support use stand alone software feature mechatronic subsystem entire vehicle level electronic control system electrical architecture finally traditional automotive software system engineering lifecycle expanded include process method tool infrastructure pmti must integrate across phase domain technology innovation product delivery maintenance disposal lifecycle,2007,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4228594,"By Christopher Davey , Jon Friedman","Found in: Fourth International Workshop on Software Engineering for Automotive Systems (SEAS '07) 
Issue Date:May 2007 
pp. 7",0,0
software testing research achievement challenge dream,software engineering comprehends several discipline devoted prevent remedy malfunction warrant adequate behaviour testing subject paper widespread validation approach industry still largely ad hoc expensive unpredictably effective indeed software testing broad term encompassing variety activity along development cycle beyond aimed different goal hence software testing research face collection challenge consistent roadmap relevant challenge addressed proposed starting point constituted important past achievement destination consists four identified goal research ultimately tends remain unreachable dream route achievement dream paved outstanding research challenge discussed paper along interesting ongoing work,2007,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4221614,Antonia Bertolino,"May 2007 
FOSE '07: 2007 Future of Software Engineering 
Publisher: IEEE Computer Society",0,0
sojourn time asymptotics processor sharing queue varying service rate,paper address sojourn time asymptotics gi gi queue operating processor sharing p discipline stochastically varying service rate focus logarithmic estimate tail sojourn time distribution assumption job size distribution light tail whereas upper bound decay rate derived fairly general condition establishment corresponding lower bound requires service process satisfies sample path large deviation principle show class allowed service process includes case service rate modulated markov process finally extend result similar system operation discriminatory processor sharing dp discipline analysis relies predominantly large deviation technique,2007,http://dl.acm.org/citation.cfm?id=1285974&CFID=932206555&CFTOKEN=35194158,"R. Egorova, M.R.H. Mandjes, B. Zwart","Cen trum voor Wiskunde en Informatica
REPORT PNA-R0611 SEPTEMBER 2006",0,0
solving large scale nonlinear programming problem constraint partitioning,abstractin paper present constraint partitioning approach finding local optimal solution large scale mixed integer nonlinear programming problem minlps based observation minlps many engineering application highly structured constraint propose partition minlps constraint subproblems solve subproblem existing solver resolve violated global constraint across subproblems using theory extended saddle point constraint partitioning allows many minlps solved existing solver solvable lead easier subproblems significant relaxation original problem success approach relies ability resolve violated global constraint efficiently without requiring exhaustive enumeration variable value constraint developed algorithm automatically partitioning large minlp order minimize number global constraint iterative method determining optimal number partition order minimize search time efficient strategy resolving violated global constraint experimental result demonstrate significant improvement best existing solver term solution time quality solving collection mixed integer continuous nonlinear constrained optimization benchmark,2005,http://dx.doi.org/10.1007/11564751_51,Benjamin W. Wah and Yixin Chen,"Book Series Lecture Notes in Computer Science, Volume 3709/2005, Book Principles and Practice of Constraint Programming - CP 2005, Pages 697-711, SpringerLink Date Wednesday, October 19, 2005",0,0
solving timetabling problem using genetic heuristic algorithm,paper propose hybrid algorithm combine genetic heuristic approach using method solving timetabling problem converted finding optimal arrangement element matrix algorithm implemented tested synthetic real data nong lam university hcm city vietnam experimental result reveal usability potential proposed algorithm solving timetabling problem,2007,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4287899,By Nguyen Duc Thanh,"Found in: Eighth ACIS International Conference on Software Engineering, Artificial Intelligence, Networking, and Parallel/Distributed Computing (SNPD 2007) 
Issue Date:July 2007 , pp. 472-477",0,0
soup art role evidential force empirical software engineering,software project manager decision based solid evidence common wisdom vendor hype distinguishes science art way manager practitioner make decision forming rational argument evidence evidence come experience related research move part whole examining body evidence determine know best way build good software view particular software engineering even mathematical science characterizes good science general article examines way careful understanding argumentation evidence lead effective empirical software engineering ultimately better decision making higher quality software product process,2005,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1377126,By Shari Lawrence Pfleeger,"Found in: IEEE Software 
Issue Date:January 2005 , pp. 66-73",0,0
source level linkage adding semantic information fact base,fact extracted source code used support variety software engineering activity ranging architectural understanding detection design pattern program exploration several fact extractor developed published literature extract fact individual compilation unit linking multiple fact base largely overlooked source level linkage different compilation linkage goal assist software engineer produce executable program thus source level linker need collect many possible fact may potentially helpful software engineer task many available compiler linker present design source level linker linker used analyze dozen microsoft foundation class mfc program program cover extensive subset feature including template standard template library stl validation design structural constraint language scl express machine check wide range constraint abstract semantics graph asg produced linker,2006,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4021373,"By Daqing Hou , H. James Hoover","Found in: 22nd IEEE International Conference on Software Maintenance (ICSM'06) 
Issue Date:September 2006 
pp. 448-457",0,0
spatial complexity metric investigation utility,software comprehension one largest cost software lifecycle attempt control cost comprehension various complexity metric proposed characterize difficulty understanding program thus allow accurate estimation cost change metric always evaluated paper evaluates group metric recently proposed ass spatial complexity program spatial complexity informally defined distance maintainer must move within source code build mental model code evaluation take form large scale empirical study evolving source code drawn commercial organization result investigation show spatial complexity metric evaluated offer substantially better information program complexity number line code however one metric show promise thus deemed candidate use investigation,2005,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1423992,"By Nicolas E. Gold , Andrew M. Mohan , Paul J. Layzell","Found in: IEEE Transactions on Software Engineering 
Issue Date:March 2005 
pp. 203-212",0,0
specification automatic generation simulation model application semiconductor manufacturing,article give overview framework automatically generating large scale simulation model domain specific problem definition data schema semiconductor manufacturing simulation model us object oriented petri net data structure petri net based simulation us enabling rule classical petri net extension time priority approach minimizes effort model verification object identified problem data specification mapped corresponding petri net fragment petri net simulation model synthesized verifiable subnets allows ensuring liveness final petri net simulation model applicability approach demonstrated generating simulation model based sematech data set,2007,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4419658,Ralph Mueller,A Thesis Presented to The Academic Faculty In Partial Fulfillment of the Requirements for the Degree Doctor of Philosophy in the School of Industrial and Systems Engineering Georgia Institute of Technology August 2007,0,0
specification evaluation safety property component based software engineering process,past year component based software engineering become established paradigm area complex software intensive system however many technique analyzing system critical property currently make use component orientation particular safety analysis component based system open field research chapter investigate problem arising define set requirement apply adapting analysis safety property component based software engineering process based requirement important component oriented safety evaluation approach examined compared,2005,http://dl.acm.org/citation.cfm?id=2167828&CFID=932216307&CFTOKEN=28351746,"L. Grunske, B. Kaiser, and R. H. Reussner.","Component-Based Software Development for Embedded Systems: An Overview of Current Research Trends 3778:249-274, 2005.",0,0
specifying reusable security requirement,application level web security refers vulnerability inherent code web application irrespective technology implemented security web server back end database built last month application level vulnerability exploited serious consequence hacker tricked commerce site shipping good charge usernames password harvested confidential information address credit card number leaked investigate new tool technique address problem application level web security describe scalable structuring mechanism facilitating abstraction security policy large web application developed heterogeneous multiplatform environment present set tool assist programmer developing secure application resilient wide range common attack report result experience arising implementation technique,2003,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1208998,Donald Firesmith,"Journal of Object Technology, vol. 3, no. 1, January-February 2004, pp. 61-75.",0,0
speculative optimization using hardware monitored guarded region java virtual machine,aggressive dynamic optimization high performance java virtual machine hampered language feature like java exception model requires precise detection handling program generated exception furthermore compile time overhead guaranteeing correctness code transformation precludes many effective optimization consideration paper describes novel approach circumventing optimization crippling effect exception semantics streamlining implementation aggressive optimization run time hardware software hybrid model runtime system delineates guarded region code specifies contract simplest case one requires exception free execution must adhered order ensure aggressively optimized code within region behave programmer expects contracted runtime condition assumed true code within guarded region aggressively optimized based assumption hardware monitor exception throughout region execution undoes effect guarded region exception occurs executing region conventionally optimized version since exception rare code optimized optimization crippling condition exist leading compile time reduction code quality improvement potential performance improvement averaging limit study set java benchmark,2007,http://dl.acm.org/citation.cfm?id=1254814&CFID=932210465&CFTOKEN=66218892,"Lixin Su, Mikko H. Lipasti","VEE '07: Proceedings of the 3rd international conference on Virtual execution environments, June 2007, Publisher: ACM",0,0
spiral multi aspect hepatitis data mining,extraction meaningful information large experimental data set key element bioinformatics research one challenge identify genomic marker hepatitis virus hbv associated hcc liver cancer development comparing complete genomic sequence hbv among patient hcc without hcc study data mining framework includes molecular evolution analysis clustering feature selection classifier learning classification introduced research group collected hbv dna sequence either genotype patient specifically project molecular evolution analysis clustering three subgroup identified genotype clustering method developed separate subgroup feature selection process potential marker selected based information gain classifier learning meaningful rule learned algorithm called rule learning based evolutionary algorithm also new classification method nonlinear integral developed good performance method come use fuzzy measure relevant nonlinear integral nonadditivity fuzzy measure reflects importance feature attribute well interaction two classifier give explicit information importance individual mutated site interaction toward classification potential cause liver cancer case thorough comparison study two method existing method detailed genotype genotype subgroup important mutation marker site found respectively two classification method applied classify never seen example validation result show classification method percent accuracy percent sensitivity da ta set considered high initial scanning method liver cancer diagnosis,2011,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4760134,"Muneaki Ohshima, Tomohiro Okuno, Yasuo Fujita, Ning Zhong, Juzhen Dong and Hideto Yokoi","Book Series Lecture Notes in Computer Science, Volume 3430/2005, Book Active Mining, 
Pages 210-235, SpringerLink Date Tuesday, May 24, 2005",0,0
static analysis object reference rmi based java software,distributed application provide numerous advantage related software performance reliability interoperability extensibility paper focus distributed java program built help remote method invocation rmi mechanism consider point analysis application point analysis determines object pointed reference variable reference object field information play fundamental role prerequisite many static analysis present first theoretical definition point analysis rmi based java application algorithm implementing flow context insensitive point analysis application also discus use point information computing call graph information understanding data dependency due remote memory location identifying opportunity improving performance object serialization remote call work described paper solves one key problem static analysis rmi program provides starting point future work improving understanding testing verification performance rmi based software,2005,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1510107,"By Mariana Sharp , Atanas Rountev","Found in: IEEE Transactions on Software Engineering  
Issue Date:September 2006 
pp. 664-681",0,0
static program analysis based virtual register renaming,static single assignment form ssa popular program intermediate representation ir static analysis ssa program differ equivalent control flow graph cfg program name virtual register systematically transformed comply naming convention ssa static single information form ssi recently proposed extension ssa enforces greater degree systematic virtual register renaming ssa dissertation develops principle property practice ssi construction data flow analysis show ssa ssi two member larger family related irs termed virtual register renaming scheme vrrss ssa ssi analysis generalized operate vrrs family member analysis property accuracy efficiency depend underlying vrrs dissertation make four significant contribution field static analysis research first develops ssi representation although ssi introduced five year ago yet received widespread recognition interesting ir right dissertation present new ssi definition optimistic construction algorithm also set ssi context among broad range irs static analysis second demonstrates reformulate existing data flow analysis using new sparse ssi based technique example include liveness analysis sparse type inference program slicing present algorithm together empirical result algorithm implemented within research compiler framework third provides major comparative evaluation merit ssi data flow analysis several qualitative quantitative study dissertation compare ssi similar irs last identifies family vrrss cfgs different virtual register naming convention many extant irs classified vrrss several new irs presented based consideration previously unspecified member vrrs family general analysis operate family member required level accuracy efficiency selected working term appropriate family member,2006,http://www.cl.cam.ac.uk/techreports/UCAM-CL-TR-660.html,Jeremy Singer,"Technical Report, Number 660, University of Cambridge, Computer Laboratory, UCAM-CL-TR-660, ISSN 1476-2986, February 2006",0,0
statistical absolute evaluation gene ontology term gene expression data,propose new testing procedure automatic ontological analysis gene expression data objective ontological analysis retrieve functional annotation gene ontology term relevant underlying cellular mechanism behind gene expression profile currently large number tool developed purpose existing tool implement approach exploit rank statistic gene ordered strength statistical evidence value computed testing hypothesis individual gene level however approach often cause serious false discovery particularly one crucial drawback rank based approach wrongly judge ontology term statistically significant although gene annotated ontology term irrelevant underlying cellular mechanism paper first point drawback rank based approach statistical point view propose new testing procedure order overcome drawback method propose theoretical basis statistical meta analysis hypothesis tested suitably stated problem ontological analysis perform monte carlo experiment highlighting disadvantage rank based approach advantage proposed method finally demonstrate applicability proposed method along ontological analysis gene expression data human diabetes,2007,http://dl.acm.org/citation.cfm?id=1759695&CFID=932220721&CFTOKEN=15994555,"Pramod K. Gupta, Ryo Yoshida, Seiya Imoto, Rui Yamaguchi and Satoru Miyano","Book Series Lecture Notes in Computer Science, Volume 4463/2007, Book Bioinformatics Research and Applications, Pages 146-157, SpringerLink Date Monday, August 06, 2007",0,0
statistical reliability application,random variable expressed weighted sum random variable known distribution approximated piecewise example polynomial distribution random variable obtained relatively easily use algorithm described paper,1959,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4065809,Paul Kvam and Jye-Chyi Lu,"Book Springer Handbook of Engineering Statistics, Edition 2nd revised and extended edition, Pages 49-61, SpringerLink Date Thursday, June 14, 2007",0,0
statistically rigorous java performance evaluation,recently speed computer processor network rapidly increasing lot research actively progressing develop efficient lightweight parallel computing platform using heterogeneous networked computer according technical trend paper design implement message passing library called jmpi java message passing interface complies mp mpi standard specification java language library provides graphic user interface tool enable parallel computing environment configured simply administrator jmpi application executed conveniently especially implemented two version based two typical distributed system communication mechanism socket rmi according communication mechanism performance message passing system evaluated measuring processing speed respect increasing number computer executing three well known application experimental result show efficient processing speedup obtained increasing number computer consideration network traffic generated application,2007,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4296931,"Andy Georges, Dries Buytaert, Lieven Eeckhout","ACM SIGPLAN Notices,   Volume 42 Issue 10, October 2007, Publisher: ACM",0,0
strategy working digital medical image,medical image critical component healthcare system great impact society welfare traditionally medical image stored film advance modern imaging modality made possible store electronically thus research proposes novel framework classifying various strategy storing retrieving processing digital medical image addition detailed discussion assessment classification framework includes potential usage scenario framework researcher study identifies important strategy point future research direction practitioner proposed framework might help medical user develop lucid understanding different approach advantage disadvantage,2006,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1579489,"By Sweta Sneha , Alina Dulipovici","Found in: Proceedings of the 39th Annual Hawaii International Conference on System Sciences (HICSS'06) Track 5 
Issue Date:January 2006 , pp. 100a",0,0
stratum methodology designing heuristic agent negotiation strategy,automated negotiation powerful sometimes essential mean allocating resource among self interested autonomous software agent key problem building negotiating agent design negotiation strategy used agent decide negotiation behavior complex domain single obvious optimal strategy led much work designing heuristic strategy agent designer usually rely intuition experience article introduce stratum methodology designing strategy negotiating agent methodology provides disciplined approach analyzing negotiation environment designing strategy light agent capability act bridge theoretical study automated negotiation software engineering negotiation application illustrate application methodology characterizing strategy trading agent competition argumentation based negotiation,2007,http://dl.acm.org/citation.cfm?id=1392625&CFID=932211408&CFTOKEN=70297687,"Iyad Rahwan, Liz Sonenberg, Liz Sonenberg, Peter McBurney","Applied Artificial Intelligence, 21:489?527, Copyright # 2007 Taylor & Francis Group, LLC, ISSN: 0883-9514 print/1087-6545 online, DOI: 10.1080/08839510701408971",0,0
structural protein interaction predict kinase inhibitor interaction upregulated pancreas tumour gene expression data,micro array identify co expressed gene large scale gene expression analysis however show functional relationship co expressed gene address problem link gene expression data protein interaction data gene product co expressed gene identify structural domain sequence alignment threading next use protein structure interaction psimap find structurally interacting domain finally generate structural sequence alignment original gene product identified structure check conservation relevant interaction interface analysis derive potentially relevant protein interaction gene expression data applied method co expressed gene pancreatic ductal carcinoma method reveals among others number functional cluster related proteasome signalling ubiquitinisation serine protease immunoglobulin kinase investigate kinase cluster detail reveal interaction cell division control protein cdc cyclin dependent kinase inhibitor cdkn also confirmed literature furthermore method reveals new interaction cdkn cell division protein kinase cdk cdkn serine threonine protein kinase cdc,2005,http://dl.acm.org/citation.cfm?id=2146016&CFID=932215828&CFTOKEN=99878121,"Gihan Dawelbait, Christian Pilarsky, Yanju Zhang, Robert Grtzmann and Michael Schroeder","Book Series Lecture Notes in Computer Science, Volume 3695/2005, Book Computational Life Sciences, Pages 1-11, SpringerLink Date Wednesday, September 28, 2005",0,0
structuring software architecture project memory,global software development project need deal distance geographical cultural time zone etc group developer engaged project successfully manage risk caused distance need explicate present distance form suitable manual semi automatic analysis goal detect potential risk find way mitigating paper present technique modeling global software development project suitable analysis project modeled complex socio technical system consists functional component connected output input relationship component coincide organizational unit project distributed geographical organizational landscape project modeling technique help explicate represent various kind distance functional component determine constitute risk factor technique developed two case study second used presenting demonstrating new modeling technique paper,2015,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7224475,"Remco C. de Boer, Rik Farenhorst, Viktor Clerc, Jan S. van der Ven, Robert Deckers, Patricia Lago, and Hans van Vliet",Can't see source,0,0
study design characteristic evolving software using stability criterion,many idea software design considered good practice however research still needed validate contribution software maintenance paper present method examining software system actively maintained used long term potential candidate yielding lesson design method relies criterion stability definition distance flag design characteristic potentially contributed long term maintainability demonstrated application example long lived scientific software result demonstration show method provide insight relative importance individual element set design characteristic long term evolution software,2006,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1642679,By Diane Kelly,"Found in: IEEE Transactions on Software Engineering 
Issue Date:May 2006 , pp. 315-329",0,0
study rapid prototyping methodology lecture content soc certificate program,paper describes development methodology prototype applied create lecture content soc certificate program graduate school quickly soc certificate program soccp develops lecture content major course educate high level human talent m phd course soc design field specifically rapid prototype development methodology able obtain content successfully role definition collaboration subject matter expert sme instructional designer effectiveness rapid prototyping rp methodology develop lecture content ensured improved quality continuously review college industrial professional term appropriateness subcontents feasibility lecture wide applicability participating university soccp,2007,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4231483,"Eun-ok Kim, Jang-hyun Park","MSE '07: Proceedings of the 2007 IEEE International Conference on Microelectronic Systems Education, June 2007, Publisher: IEEE Computer Society",0,0
studying software engineer data collection technique software field study,manufacturing firm increase productivity quality reducing inventory operational cost simple easy use data collection system needed shop floor system developed electronic card manufacturing line discussed facility operation described requirement ideal software solution outlined independent development effort undertaken satisfy unique requirement production line work progressed number factor conspired produce schedule cost overrun caused management scale back scope considerably eventually emerged much leaner le capable system originally envisioned factor put project jeopardy discussed suggestion lesson gained experience applicable software development project offered,1993,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=277413,"TIMOTHY C. LETHBRIDGE, SUSAN ELLIOTT SIM, JANICE SINGER","Empirical Software Engineering, 10, 311?341, 2005.
 2005 Springer Science + Business Media, Inc. Manufactured in The Netherlands",0,0
style based architectural analysis migrating webbased regional trade information system,paper present midarch method selecting middleware platform enterprise application integration eai migration project specific contribution use architectural style mint style vehicle binding architectural knowledge addition ongoing case study presented applies midarch method web based regional trade information system project involves integration three subsystem developed rather independently past two already web based major motivation migrating system improve evolvability system make apt supply larger number customer,2006,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.88.7013&rep=rep1&type=pdf,Simon Giesecke,In: Web-based Maintenance and Reengineering Workshop 2006 (WMR06),0,0
success factor impact mobile business application result mobile procurement study,based concept task technology fit research framework exploratory case study presented ass success factor impact mobile business application preliminary empirical evidence applicabilit framework obtained mobile electronic procurement system implemented fortune company different user group relationship characteristic technology task usage organizational impact analyzed result indicate need simple highly functional mobile application complement existing information system study provides basis research improve design management business application based emerging technology,2004,http://dl.acm.org/citation.cfm?id=1278127&CFID=932211554&CFTOKEN=96201255,"Judith Gebauer, Michael J. Shaw","International Journal of Electronic Commerce,   Volume 8 Issue 3, April 2004, Publisher: M. E. Sharpe, Inc.",0,0
successful collaborative software project medical device fda regulated environment myth reality,significance executing successful collaborative distributed software project regulated medical device industry often recognized project never perfectly achieved expectation standard software delivered bug free time budget addition fda regulation impose high standard medical device software mandating adherence strict process software development process include verification validation software assure safety effectiveness medical device regulated global software development environment question regarding mi communication lack appropriate knowledge transfer often raised discussed projected main reason collaborative project either fail delayed requirement hold software becomes part product also software used development paper analyze nature global software development collaborative environment identify several challenge project internally used software challenge include burden providing fda set traceable documentation evidence following specific process software conception software validation also discus human motivation faced challenge affect success present two case study globally distributed software development project entirely different focus study underlying challenge success factor finally also discus driving factor successful collaborative effort draw upon incentive individual experience real world fda regulated global medical device industry environment,2007,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4299857,"By Subita Sudershana , Abel Villca-Roque , Jonathan Baldanza","Found in: International Conference on Global Software Engineering (ICGSE 2007) 
Issue Date:August 2007 
pp. 217-224",0,0
supervision based place invariant survey,paper describes method constructing petri net feedback controller discrete event system modeled petri net controller enforces set linear constraint plant consists place arc computed using concept petri net place invariant size controller proportional number constraint must satisfied method attractive computationally make possible systematic design petri net controller complex industrial system,1994,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=411308,"M. V. Iordache, P. J. Antsaklis","Discrete Event Dynamic Systems,   Volume 16 Issue 4, December 2006 , Publisher: Kluwer Academic Publishers",0,0
support task modeling constructive exploration,paper describes design implementation agent based network support collaborative switching task within control room environment national grid company plc work includes aspect several research discipline including operational analysis human computer interaction finite state modelling technique intelligent agent computer supported co operative work aspect procedure used analysis collaborative task produce distributed local model involved user model used basis production local finite state automaton automaton embedded within agent network together behavioural information extracted task user analysis phase resulting support system capable task communication management within transmission despatch environment,2001,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=942740,"Anke Dittmar, Peter Forbrig, Simone Heftberger and Chris Stary","Lecture Notes in Computer Science, Engineering Human Computer Interaction and Interactive Systems",0,0
supporting change impact analysis service oriented business application,business application encode various business process within organization business process specification language bpel business process execution language commonly used integrate various service order automate business process within organization remain competitive edge manager frequently modify process determining cost modifying business process trivial since change business process account source code change various service paper propose approach estimating cost business process change service oriented business application approach applies change impact analysis technique business process specification source code approach generates initial change impact set business process component component mapped corresponding source code entity code entity act seed traditional source code impact analysis using code dependency call inheritance relation derive metric capture complexity particular business process change manager use metric gauge cost resource needed implement change business process without study code demonstrated feasibility approach using experiment open source service oriented business application,2007,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4273294,"By Hua Xiao , Jin Guo , Ying Zou","Found in: International Workshop on Systems Development in SOA Environments (SDSOA'07: ICSE Workshops 2007) 
Issue Date:May 2007 
pp. 6",0,0
supporting personal collection across digital library spatial hypertext,creating maintaining using digital library requires manipulation digital document information workspace provide visual representation allowing user collect organize annotate author information visual knowledge builder vkb help user access collect annotate combine material digital library source personal information workspace vkb enhanced include direct search interface nsdl google user create visualization search result selecting organizing material current activity additionally metadata applicator added vkb interface allows rapid addition metadata document aid user extraction existing metadata application document study performed compare selection organization document vkb commonly used tool web browser word processor study show value visual workspace effort point need subdocument level object ephemeral visualization support moving visual representation metadata,2004,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1336149,"By Frank M. Shipman III , Haowei Hsieh , J. Michael Moore , Anna Zacchi","Found in: Fourth ACM/IEEE-CS Joint Conference on Digital Libraries (JCDL'04) 
Issue Date:June 2004 , pp. 358-367",0,0
supporting salesperson location based mobile application service,abstractthe paper aim assessing mobile location application service support salesperson greater performance operating within mobile work environment briefly discussing state art issue associated mobile location technology paper conceptualises key dimension location based mobile support paper suggests categorization salesperson task based property location based mobile support area salesperson task may affected mobile location technology third section suggests potential mobile location service application support salesperson performing effectively everyday task link application determinant salesperson performance paper concludes discussion number critical issue salesperson privacy risk information overload autonomy core area research,2004,http://dx.doi.org/10.1007/1-4020-8155-3_9,Chihab BenMoussa,"Book Series IFIP International Federation for Information Processing, Volume 146/2004
Book Building the E-Service Society, Pages 149-167, SpringerLink Date Tuesday, May 09, 2006",0,0
supporting task oriented modeling using interactive uml view,uml collection diagram notation describe different view software system existing diagram type display model element relation software engineering becoming model centric software engineer start using uml model task describing system task analysis prediction system property require additional information metric uml model external source version control system paper identify task model centric software engineering information required fulfill task propose view visualize information support fulfilling task paper report large scale controlled experiment validate usefulness proposed view implemented metricview evolution tool result experiment participant statistically significant show correctness comprehension improved time needed reduced,2007,http://dl.acm.org/citation.cfm?id=1290239&CFID=932224297&CFTOKEN=65820984,"Christian F. J. Lange, Martijn A. M. Wijns, Michel R. V. Chaudron","Journal of Visual Languages and Computing,   Volume 18 Issue 4, August 2007, Publisher: Academic Press, Inc.",0,0
supporting developer context aware mobile telemedicine application,developing world perspective mobile phone primary technology majority people foreseeable future connection internet communication tool school book vaccination report photo album many thing despite reality relatively mobile application exist however tool support programming mobile application significantly impact improve programmer productivity software quality paper develop concept mobile tooling framework extends netbeans integrated development environment ide mobile programming mobile tool netbeans mobinet design would support development mobile application various mobile phone evaluate netbeans development took drawing insight gained interview mobile software developer conceptualize mobinet working prototype discussed evaluated,2009,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5409746,Tom Broens,"Book Series Lecture Notes in Computer Science, Volume 3762/2005, Book On the Move to Meaningful Internet Systems 2005: OTM Workshops, Pages 761-770, SpringerLink Date Tuesday, October 11, 2005",0,0
survey component based software development,extensive us component component based software engineering cbse process quite different traditional waterfall approach cbse requires focus system specification development also requires additional consideration overall system context individual component property component acquisition integration process term component based software development cbd referred process building system using component cbd life cycle consists set phase namely identifying selecting component based stakeholder requirement integrating assembling selected component updating system component evolve time newer version work present indicative literature survey technique proposed different phase cbd life cycle aim survey help provide better understanding different cbd technique area,2007,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4197559,"S. Mahmood, R. Lai, and Y. S. Kim.","Iet Software 1 (2):57-66, 2007.",0,0
